department;region;district_region;district_city;city_type;city;street;street_type;hous;post_index;partner;status;register;edrpou;address;partner name;id_terminal;koatu;tax_id;koatu2
1330186;;;Оболонський;м.;Київ;Північна;вулиця;6-В;04214;justin;;231/06/05 від 25.06.2018;42275695;04214, м.Київ, Оболонський район, ВУЛИЦЯ ПІВНІЧНА, будинок 6-В;198;7100105198;8038000000;15801528;
1330187;;;Дніпровський;м.;Київ;Харківське;шосе;8;02160;justin;22.01.2021;231/06/05 від 25.06.2018;42279548;02160, м.Київ, Дніпровський р-н., ХАРКІВСЬКЕ ШОСЕ, будинок 8;199;7100102199;8036600000;15801529;
1330188;Київська;Обухівський;;м.;Українка;Юності;вулиця;26;08720;justin;;231/06/05 від 25.06.2018;42279553;08720, Київська обл., Обухівський р-н., м.Українка, вул.Юності  26;200;7206400616;3223110500;15801530;
1330189;;;Святошинський;м.;Київ;Зодчих;вулиця;52;03162;justin;;231/06/05 від 25.06.2018;42279569;03162, м.Київ, Святошинський район, ВУЛИЦЯ ЗОДЧИХ, будинок 52;201;7100108201;8038600000;15801531;
1330190;;;Деснянський;м.;Київ;Оноре де Бальзака;вулиця;94;2097;justin;;231/06/05 від 25.06.2018;42275700;02097, м.Київ, Деснянський район, ВУЛИЦЯ ОНОРЕ ДЕ БАЛЬЗАКА, будинок 94;202;7100103202;8036400000;15801532;
1330191;;;Печерський;м.;Київ;Велика Васильківська;вулиця;143/2;3150;justin;;231/06/05 від 25.06.2018;42279574;03150, м.Київ, Печерський район, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 143/2;203;7100106203;8038200000;15801533;
1330192;;;Солом`янський;м.;Київ;Борщагівська;вулиця;212;3058;justin;;231/06/05 від 25.06.2018;42279587;03058, м.Київ, Солом`янський район, ВУЛИЦЯ БОРЩАГІВСЬКА, будинок 212;204;7100109204;8038900000;15801534;
1330193;;;Солом`янський;м.;Київ;Академіка Білецького;вулиця;3;3126;justin;;231/06/05 від 25.06.2018;42279595;03126, м.Київ, Солом`янський район, ВУЛИЦЯ АКАДЕМІКА БІЛЕЦЬКОГО, будинок 3;205;7100109205;8038900000;15801535;
1330194;Полтавська;;Шевченківський;м.;Полтава;Європейська;вулиця;66;36002;justin;;231/06/05 від 25.06.2018;42279600;36002, Полтавська обл., м.Полтава, Шевченківський р-н.,  вул. Європейська, 66;206;7201303797;5310137000;15801536;
1330195;;;Оболонський;м.;Київ;Вишгородська;вулиця;44;4114;justin;;231/06/05 від 25.06.2018;42279616;04114, м.Київ, Оболонський район, ВУЛИЦЯ ВИШГОРОДСЬКА, будинок 44;207;7100105207;8038000000;15801537;
1330196;;;Святошинський;м.;Київ;Академіка Корольова;вулиця;8;3148;justin;;231/06/05 від 25.06.2018;42279621;03148, м.Київ, Святошинський район, ВУЛИЦЯ АКАДЕМІКА КОРОЛЬОВА, будинок 8;208;7100108208;8038600000;15801538;
1330197;;;Деснянський;м.;Київ;Миколи Закревського;вулиця;61/2;02232;justin;;231/06/05 від 25.06.2018;42284191;02232, м.Київ, Деснянський район, ВУЛИЦЯ МИКОЛИ ЗАКРЕВСЬКОГО, будинок 61/2;209;7100103209;8036400000;15801539;
1330198;;;Дарницький;м.;Київ;Здолбунівська;вулиця;4;02081;justin;;231/06/05 від 25.06.2018;42275716;02081, м.Київ, Дарницький район, ВУЛИЦЯ ЗДОЛБУНІВСЬКА, будинок 4;210;7100102210;8036300000;15801540;
1330199;;;Подільський;м.;Київ;Правди;проспект;58;04208;justin;;231/06/05 від 25.06.2018;42284207;04208, м.Київ, Подільський район, ПРОСПЕКТ ПРАВДИ, будинок 58;211;7100107211;8038500000;15801541;
1330200;;;Святошинський;м.;Київ;Якуба Коласа;вулиця;25;03148;justin;;231/06/05 від 25.06.2018;42284212;03148, м.Київ, Святошинський район, ВУЛИЦЯ ЯКУБА КОЛАСА, будинок 25;212;7100108212;8038600000;15801542;
1330201;Запорізька;;Хортицький;м.;Запоріжжя;Хортицьке шосе;вулиця;30-А;69124;justin;;231/06/05 від 25.06.2018;42284228;69124, Запорізька обл., місто Запоріжжя, Хортицький район, ВУЛИЦЯ ХОРТИЦЬКЕ ШОСЕ, будинок 30-А;255;7510606255;2310137300;15801543;
1330202;Київська;Бучанський;Дніпровський;с.;Софіївська Борщагівка;Героїв Небесної Сотні;проспект;16/5;08147;justin;;231/06/05 від 25.06.2018;42284233;08147, Київська обл., Бучанський р-н.,  с.Софіївська Борщагівка, проспект Героїв Небесної Сотні, 16/5;214;7100104214;3222486201;15801544;
1330203;Одеська;;Київський;м.;Одеса;Небесної сотні;проспект;5-А;65101;justin;;231/06/05 від 25.06.2018;42279637;65101, Одеська обл., місто Одеса, Київський район, ПРОСПЕКТ НЕБЕСНОЇ СОТНІ, будинок 5-А;225;7409701225;5110136900;15801545;
1330204;Запорізька;;Дніпровський;м.;Запоріжжя;Звенигородська;вулиця;14;69093;justin;;231/06/05 від 25.06.2018;42275721;69093, Запорізька обл., місто Запоріжжя, Дніпровський район, ВУЛИЦЯ ЗВЕНИГОРОДСЬКА, будинок 14;226;7510602226;2310136900;15801546;
1330205;Запорізька;;Дніпровський;м.;Запоріжжя;Дудикіна;вулиця;28;69065;justin;;231/06/05 від 25.06.2018;42275737;69065, Запорізька обл., місто Запоріжжя, Дніпровський район, ВУЛИЦЯ ДУДИКІНА, будинок 28;227;7510602227;2310136900;15801547;
1330206;Запорізька;;Хортицький;м.;Запоріжжя;Ювілейний;проспект;22-Б;69114;justin;;231/06/05 від 25.06.2018;42275742;69114, Запорізька обл., місто Запоріжжя, Хортицький район, ПРОСПЕКТ ЮВІЛЕЙНИЙ, будинок 22-Б;228;7510606228;2310137300;15801548;
1330207;Запорізька;;Дніпровський;м.;Запоріжжя;Руставі;вулиця;1-Г;69093;justin;0;231/06/05 від 25.06.2018;42284249;69093, Запорізька обл., місто Запоріжжя, Дніпровський район, ВУЛИЦЯ РУСТАВІ, будинок 1-Г;229;7510602229;2310136900;15801549;
1330208;Дніпропетровська;;Індустріальний;м.;Дніпро;Слобожанський;проспект;13;49081;justin;0;231/06/05 від 25.06.2018;42275758;49081, Дніпропетровська обл.,  м.Дніпро, Індустріальний р-н., проспект Слобожанський, 13;230;7510605230;1210137200;15801550;
1330209;Запорізька;;Олександрівський;м.;Запоріжжя;Українська;вулиця;6;69095;justin;;231/06/05 від 25.06.2018;42284254;69095, Запорізька обл., місто Запоріжжя, Олександрівський район, ВУЛИЦЯ УКРАЇНСЬКА, будинок 6;231;7510605231;2310136300;15801551;
1330210;Запорізька;;Хортицький;м.;Запоріжжя;Рубана;вулиця;27;69124;justin;0;231/06/05 від 25.06.2018;42284260;69124, Запорізька обл., місто Запоріжжя, Хортицький район, ВУЛИЦЯ РУБАНА, будинок 27;232;7510606232;2310137300;15801552;
1330211;Запорізька;;;м.;Бердянськ;Софіївська;вулиця;40;71108;justin;;231/06/05 від 25.06.2018;42284275;71108, Запорізька обл., місто Бердянськ, ВУЛИЦЯ СОФІЇВСЬКА, будинок 40;233;7510700233;2310400000;15801553;
1330212;Запорізька;;;м.;Бердянськ;Свободи;вулиця;27-В;71118;justin;;231/06/05 від 25.06.2018;42284280;71118, Запорізька обл., місто Бердянськ, ВУЛИЦЯ СВОБОДИ, будинок 27-В;234;7510700234;2310400000;15801554;
1330213;Запорізька;;;м.;Бердянськ;вулиця Гагаріна,21/ Крилова,2;вулиця;;71111;justin;15.03.2021;231/06/05 від 25.06.2018;42284296;71111, Запорізька обл., місто Бердянськ, вулиця Гагаріна,21 / Крилова,2;235;7510700235;2310400000;15801555;
1330214;Донецька;;Лівобережний;м.;Маріуполь;ТАГАНРОЗЬКА;вулиця;5;87505;justin;;231/06/05 від 25.06.2018;42284301;87505, Донецька обл., місто Маріуполь, Лівобережний район, ВУЛИЦЯ ТАГАНРОЗЬКА, будинок 5;236;7511104236;1412336900;15801556;
1330215;Дніпропетровська;;;м.;Павлоград;Горького;вулиця;166;51400;justin;;231/06/05 від 25.06.2018;42279642;51400, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ ГОРЬКОГО, будинок 166;237;7510500237;1212400000;15801557;
1330216;Закарпатська;;;м.;Ужгород;Минайська;вулиця;16-Г;88018;justin;;231/06/05 від 25.06.2018;42275763;88018, Закарпатська обл., місто Ужгород, ВУЛИЦЯ МИНАЙСЬКА, будинок 16-Г;238;7308900238;2110100000;15801558;
1330217;Чернігівська;Козелецький;;м.;Остер;Богдана Хмельницького;вулиця;54;17044;justin;;231/06/05 від 25.06.2018;42275779;17044, Чернігівська обл., Козелецький район, місто Остер, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 54;239;7607400239;7422010400;15801559;
1330218;Чернігівська;Бобровицький;;м.;Бобровиця;Незалежності;вулиця;40-А;17400;justin;;231/06/05 від 25.06.2018;42284317;17400, Чернігівська обл., Бобровицький район, місто Бобровиця, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 40-А;240;7607600240;7420610100;15801560;
1330219;Дніпропетровська;;Новокодацький;м.;Дніпро;Коробова;вулиця;2-Д, 4;49128;justin;;231/06/05 від 25.06.2018;42275784;49128, Дніпропетровська обл.,  м.Дніпро, Новокодацький р-н., вул.Коробова, 2-Д, 4;241;7203000241;1210138100;15801561;
1330220;Київська;Ставищенський;;смт.;Ставище;Паркова;вулиця;4;9401;justin;;231/06/05 від 25.06.2018;42279658;09401, Київська обл., Ставищенський район, селище міського типу Ставище, ВУЛИЦЯ ПАРКОВА, будинок 4;242;7202100242;3224255100;15801562;
